id,tour_id,tag,weight
470,63,family,0.845
471,63,romantic,0.677
472,63,luxury,0.655
473,63,nature,0.378
474,63,mountain,0.342
475,64,nature,0.975
476,64,romantic,0.967
477,64,mountain,0.913
478,64,photography,0.906
479,64,relax,0.906
480,64,food,0.77
481,64,luxury,0.462
482,64,adventure,0.371
483,64,beach,0.345
484,65,culture,0.942
485,65,nature,0.862
486,65,photography,0.819
487,65,adventure,0.792
488,65,mountain,0.665
489,65,festival,0.359
490,65,history,0.237
491,66,water_sports,0.954
492,66,food,0.776
493,66,family,0.688
494,66,nightlife,0.595
495,66,beach,0.588
496,66,budget,0.429
497,66,city,0.383
498,66,relax,0.334
499,67,food,0.876
500,67,city,0.856
501,67,culture,0.843
502,67,history,0.707
503,67,spiritual,0.699
504,67,water_sports,0.461
505,67,shopping,0.453
506,68,beach,0.936
507,68,nightlife,0.907
508,68,food,0.9
509,68,water_sports,0.765
510,68,family,0.752
511,68,culture,0.412
512,68,photography,0.357
513,68,spiritual,0.302
514,69,food,0.968
515,69,culture,0.802
516,69,history,0.766
517,69,photography,0.742
518,69,romantic,0.711
519,69,luxury,0.201
520,70,food,0.742
521,70,nightlife,0.675
522,70,shopping,0.651
523,70,history,0.636
524,70,city,0.629
525,70,luxury,0.234
526,70,spiritual,0.215
527,71,shopping,0.922
528,71,food,0.745
529,71,history,0.74
530,71,nightlife,0.739
531,71,city,0.609
532,71,wildlife,0.215
533,72,romantic,0.906
534,72,nature,0.892
535,72,relax,0.788
536,72,photography,0.751
537,72,mountain,0.617
538,72,food,0.61
539,72,spiritual,0.374
540,72,family,0.262
541,73,photography,0.847
542,73,nature,0.834
543,73,mountain,0.832
544,73,relax,0.821
545,73,romantic,0.813
546,73,food,0.59
547,73,wildlife,0.421
548,73,nightlife,0.232
549,74,beach,0.96
550,74,family,0.958
551,74,water_sports,0.893
552,74,food,0.89
553,74,nightlife,0.756
554,74,history,0.318
555,75,relax,0.956
556,75,luxury,0.955
557,75,family,0.921
558,75,romantic,0.891
559,75,beach,0.774
560,75,water_sports,0.693
561,75,food,0.402
562,75,wildlife,0.251
563,76,food,0.929
564,76,mountain,0.919
565,76,romantic,0.881
566,76,relax,0.851
567,76,nature,0.78
568,76,photography,0.738
569,76,spiritual,0.386
570,76,city,0.358
571,76,festival,0.27
572,77,adventure,0.956
573,77,photography,0.841
574,77,nature,0.77
575,77,mountain,0.695
576,77,culture,0.633
577,77,nightlife,0.391
578,77,relax,0.316
579,77,budget,0.258
580,78,food,0.96
581,78,city,0.819
582,78,shopping,0.798
583,78,culture,0.789
584,78,history,0.716
585,78,luxury,0.255
586,79,spiritual,0.972
587,79,relax,0.674
588,79,history,0.661
589,79,nature,0.607
590,79,beach,0.587
591,79,culture,0.416
592,80,history,0.735
593,80,food,0.677
594,80,shopping,0.658
595,80,city,0.606
596,80,culture,0.581
597,80,spiritual,0.36
598,81,culture,0.907
599,81,food,0.827
600,81,history,0.707
601,81,city,0.671
602,81,shopping,0.613
603,81,festival,0.194
604,82,food,0.97
605,82,romantic,0.943
606,82,photography,0.81
607,82,history,0.729
608,82,culture,0.644
609,82,budget,0.472
610,82,adventure,0.463
611,82,mountain,0.457
612,83,relax,0.946
613,83,romantic,0.828
614,83,luxury,0.719
615,83,water_sports,0.704
616,83,beach,0.618
617,83,family,0.581
618,83,city,0.437
619,83,shopping,0.239
620,84,city,0.885
621,84,history,0.789
622,84,shopping,0.768
623,84,nightlife,0.746
624,84,food,0.657
625,84,spiritual,0.258
626,85,history,0.935
627,85,beach,0.906
628,85,relax,0.771
629,85,spiritual,0.65
630,85,nature,0.581
631,85,family,0.459
632,85,luxury,0.355
633,85,wildlife,0.349
634,86,luxury,0.975
635,86,family,0.85
636,86,cruise,0.642
637,86,beach,0.639
638,86,photography,0.636
639,86,city,0.281
640,86,wildlife,0.278
641,86,relax,0.261
642,87,beach,0.96
643,87,food,0.95
644,87,photography,0.704
645,87,family,0.668
646,87,water_sports,0.659
647,87,city,0.588
648,87,culture,0.307
649,88,adventure,0.926
650,88,photography,0.901
651,88,mountain,0.868
652,88,nature,0.815
653,88,culture,0.678
654,88,water_sports,0.18
655,89,adventure,0.969
656,89,photography,0.948
657,89,nature,0.86
658,89,mountain,0.834
659,89,culture,0.833
660,89,water_sports,0.393
661,89,city,0.358
662,89,family,0.327
663,90,food,0.948
664,90,shopping,0.86
665,90,nightlife,0.765
666,90,history,0.757
667,90,city,0.582
668,90,adventure,0.454
669,90,luxury,0.42
670,90,relax,0.344
671,91,luxury,0.922
672,91,family,0.9
673,91,romantic,0.9
674,91,beach,0.883
675,91,water_sports,0.737
676,91,relax,0.624
677,91,photography,0.453
678,91,shopping,0.257
679,92,shopping,0.908
680,92,nightlife,0.896
681,92,food,0.776
682,92,history,0.717
683,92,city,0.612
684,92,family,0.319
685,92,wildlife,0.204
686,93,mountain,0.949
687,93,adventure,0.914
688,93,photography,0.737
689,93,nature,0.676
690,93,culture,0.653
691,93,festival,0.432
692,93,romantic,0.201
693,94,culture,0.976
694,94,shopping,0.963
695,94,food,0.835
696,94,history,0.727
697,94,city,0.67
698,94,nightlife,0.413
699,94,nature,0.394
700,94,romantic,0.18
701,95,water_sports,0.93
702,95,romantic,0.92
703,95,family,0.892
704,95,beach,0.798
705,95,luxury,0.782
706,95,relax,0.656
707,95,food,0.465
708,95,festival,0.365
709,96,food,0.956
710,96,romantic,0.95
711,96,mountain,0.921
712,96,nature,0.919
713,96,relax,0.826
714,96,photography,0.632
715,96,nightlife,0.364
716,97,relax,0.852
717,97,history,0.825
718,97,spiritual,0.775
719,97,nature,0.641
720,97,beach,0.607
721,97,luxury,0.36
722,97,food,0.182
723,98,relax,0.91
724,98,nature,0.85
725,98,romantic,0.813
726,98,photography,0.792
727,98,food,0.639
728,98,mountain,0.638
729,98,budget,0.222
730,99,water_sports,0.961
731,99,family,0.787
732,99,food,0.782
733,99,beach,0.722
734,99,nightlife,0.643
735,99,wildlife,0.27
736,99,festival,0.243
737,99,history,0.182
738,100,history,0.923
739,100,shopping,0.843
740,100,food,0.759
741,100,culture,0.675
742,100,city,0.599
743,100,adventure,0.372
744,100,water_sports,0.313
745,100,relax,0.262
746,101,water_sports,0.955
747,101,photography,0.917
748,101,family,0.905
749,101,food,0.86
750,101,beach,0.834
751,101,city,0.811
752,101,culture,0.256
753,102,culture,0.918
754,102,nature,0.884
755,102,adventure,0.869
756,102,photography,0.83
757,102,mountain,0.639
758,102,luxury,0.408
759,102,beach,0.265
760,102,budget,0.214
761,103,photography,0.976
762,103,romantic,0.829
763,103,mountain,0.829
764,103,nature,0.751
765,103,relax,0.64
766,103,food,0.607
767,103,cruise,0.349
768,103,culture,0.209
769,104,nature,0.874
770,104,photography,0.73
771,104,culture,0.73
772,104,adventure,0.729
773,104,mountain,0.703
774,104,wildlife,0.463
775,104,budget,0.449
776,104,family,0.342
777,105,luxury,0.977
778,105,romantic,0.971
779,105,beach,0.774
780,105,water_sports,0.754
781,105,family,0.748
782,105,relax,0.738
783,105,culture,0.458
784,106,shopping,0.804
785,106,food,0.737
786,106,history,0.715
787,106,nightlife,0.696
788,106,city,0.667
789,106,family,0.459
790,106,mountain,0.428
791,107,relax,0.862
792,107,romantic,0.847
793,107,family,0.837
794,107,beach,0.791
795,107,water_sports,0.768
796,107,luxury,0.68
797,107,spiritual,0.266
798,108,beach,0.908
799,108,nature,0.861
800,108,history,0.723
801,108,relax,0.65
802,108,spiritual,0.642
803,108,mountain,0.381
804,108,luxury,0.315
805,108,cruise,0.27
806,109,luxury,0.957
807,109,photography,0.865
808,109,family,0.86
809,109,cruise,0.735
810,109,beach,0.649
811,109,nightlife,0.301
812,110,food,0.98
813,110,history,0.979
814,110,romantic,0.835
815,110,culture,0.77
816,110,photography,0.728
817,110,mountain,0.418
818,110,spiritual,0.392
819,111,culture,0.968
820,111,photography,0.939
821,111,adventure,0.786
822,111,nature,0.622
823,111,mountain,0.602
824,111,festival,0.297
825,111,water_sports,0.218
826,112,cruise,0.963
827,112,beach,0.888
828,112,family,0.866
829,112,photography,0.81
830,112,luxury,0.654
831,112,festival,0.464
832,112,romantic,0.298
833,112,budget,0.224
834,113,photography,0.877
835,113,beach,0.863
836,113,family,0.772
837,113,cruise,0.635
838,113,luxury,0.61
839,113,shopping,0.367
840,114,spiritual,0.944
841,114,relax,0.922
842,114,beach,0.867
843,114,history,0.764
844,114,nature,0.721
845,114,wildlife,0.465
846,114,adventure,0.327
847,115,cruise,0.717
848,115,family,0.708
849,115,luxury,0.706
850,115,photography,0.611
851,115,beach,0.601
852,115,budget,0.289
853,116,history,0.872
854,116,photography,0.82
855,116,culture,0.815
856,116,food,0.789
857,116,romantic,0.711
858,116,family,0.451
859,116,mountain,0.347
860,116,adventure,0.262
861,117,history,0.818
862,117,food,0.786
863,117,culture,0.676
864,117,city,0.625
865,117,shopping,0.596
866,117,budget,0.404
867,117,cruise,0.354
868,117,family,0.283
869,118,food,0.975
870,118,nature,0.972
871,118,romantic,0.93
872,118,mountain,0.924
873,118,photography,0.911
874,118,relax,0.89
875,118,spiritual,0.468
876,118,culture,0.439
877,118,festival,0.184
878,119,culture,0.972
879,119,food,0.933
880,119,city,0.893
881,119,spiritual,0.681
882,119,history,0.66
883,119,photography,0.373
884,119,cruise,0.361
885,119,nightlife,0.2
886,120,photography,0.939
887,120,city,0.899
888,120,water_sports,0.776
889,120,family,0.745
890,120,beach,0.689
891,120,food,0.62
892,120,budget,0.448
893,120,luxury,0.225
894,121,history,0.832
895,121,food,0.81
896,121,photography,0.791
897,121,culture,0.705
898,121,romantic,0.634
899,121,family,0.184
900,122,food,0.857
901,122,history,0.808
902,122,photography,0.718
903,122,romantic,0.628
904,122,culture,0.587
905,122,budget,0.307
906,122,mountain,0.234
907,122,nightlife,0.216
908,123,family,0.951
909,123,water_sports,0.906
910,123,nightlife,0.871
911,123,food,0.82
912,123,beach,0.609
913,123,wildlife,0.407
914,123,romantic,0.34
915,123,city,0.311
916,124,mountain,0.916
917,124,culture,0.875
918,124,photography,0.873
919,124,adventure,0.856
920,124,nature,0.779
921,124,nightlife,0.374
922,124,shopping,0.246
923,125,nightlife,0.822
924,125,food,0.799
925,125,family,0.791
926,125,beach,0.689
927,125,water_sports,0.651
928,125,relax,0.206
929,126,food,0.965
930,126,water_sports,0.961
931,126,beach,0.808
932,126,photography,0.726
933,126,city,0.724
934,126,family,0.673
935,126,culture,0.43
936,126,nature,0.296
937,126,wildlife,0.215
938,127,food,0.875
939,127,city,0.871
940,127,spiritual,0.819
941,127,history,0.789
942,127,culture,0.635
943,127,nightlife,0.391
944,127,water_sports,0.384
945,127,photography,0.364
946,128,luxury,0.974
947,128,water_sports,0.943
948,128,romantic,0.864
949,128,beach,0.854
950,128,family,0.712
951,128,relax,0.637
952,128,mountain,0.446
953,128,festival,0.429
954,128,nightlife,0.365
955,129,adventure,0.935
956,129,nature,0.846
957,129,mountain,0.656
958,129,culture,0.633
959,129,photography,0.612
960,129,nightlife,0.442
961,129,luxury,0.306
962,129,family,0.277
963,130,photography,0.916
964,130,adventure,0.9
965,130,nature,0.888
966,130,culture,0.766
967,130,mountain,0.664
968,130,festival,0.428
969,130,city,0.364
970,130,luxury,0.25
971,131,food,0.82
972,131,culture,0.732
973,131,city,0.674
974,131,history,0.63
975,131,shopping,0.629
976,131,nightlife,0.405
977,132,food,0.977
978,132,shopping,0.761
979,132,city,0.699
980,132,history,0.653
981,132,nightlife,0.617
982,132,cruise,0.451
983,132,wildlife,0.431
984,133,culture,0.89
985,133,history,0.85
986,133,food,0.781
987,133,city,0.757
988,133,spiritual,0.62
989,133,photography,0.425
990,133,nature,0.28
991,134,food,0.905
992,134,relax,0.86
993,134,nature,0.85
994,134,romantic,0.813
995,134,photography,0.746
996,134,mountain,0.736
997,134,wildlife,0.312
998,135,beach,0.954
999,135,nightlife,0.95
1000,135,water_sports,0.921
1001,135,family,0.903
1002,135,food,0.643
1003,135,nature,0.46
1004,135,spiritual,0.307
1005,135,culture,0.278
1006,136,culture,0.853
1007,136,history,0.671
1008,136,romantic,0.67
1009,136,food,0.661
1010,136,photography,0.623
1011,136,spiritual,0.25
1012,137,history,0.951
1013,137,photography,0.946
1014,137,culture,0.708
1015,137,romantic,0.667
1016,137,food,0.595
1017,137,nightlife,0.272
1018,137,spiritual,0.262
1019,138,history,0.888
1020,138,spiritual,0.885
1021,138,relax,0.724
1022,138,beach,0.632
1023,138,nature,0.581
1024,138,festival,0.462
1025,138,culture,0.24
1026,139,photography,0.932
1027,139,nature,0.894
1028,139,mountain,0.772
1029,139,food,0.716
1030,139,relax,0.62
1031,139,romantic,0.595
1032,139,city,0.454
1033,140,nature,0.893
1034,140,romantic,0.773
1035,140,relax,0.696
1036,140,photography,0.695
1037,140,food,0.664
1038,140,mountain,0.611
1039,140,cruise,0.461
1040,140,history,0.438
1041,141,culture,0.765
1042,141,shopping,0.76
1043,141,city,0.724
1044,141,food,0.689
1045,141,history,0.582
1046,141,nightlife,0.18
1047,142,shopping,0.97
1048,142,culture,0.897
1049,142,city,0.751
1050,142,history,0.64
1051,142,food,0.629
1052,142,beach,0.325
1053,142,budget,0.289
1054,142,cruise,0.204
1055,143,history,0.847
1056,143,photography,0.805
1057,143,culture,0.666
1058,143,romantic,0.593
1059,143,food,0.585
1060,143,beach,0.472
1061,143,nightlife,0.472
1062,143,luxury,0.408
1063,144,adventure,0.956
1064,144,mountain,0.846
1065,144,culture,0.834
1066,144,photography,0.694
1067,144,nature,0.615
1068,144,history,0.422
1069,144,wildlife,0.36
1070,144,beach,0.342
1071,145,family,0.949
1072,145,relax,0.897
1073,145,romantic,0.893
1074,145,water_sports,0.795
1075,145,luxury,0.742
1076,145,beach,0.664
1077,145,city,0.409
1078,146,mountain,0.973
1079,146,adventure,0.865
1080,146,culture,0.791
1081,146,photography,0.673
1082,146,nature,0.631
1083,146,history,0.474
1084,146,food,0.465
1085,146,cruise,0.436
1086,147,beach,0.891
1087,147,food,0.844
1088,147,family,0.81
1089,147,photography,0.747
1090,147,water_sports,0.6
1091,147,city,0.598
1092,147,culture,0.451
1093,147,luxury,0.264
1094,148,beach,0.941
1095,148,nature,0.852
1096,148,relax,0.768
1097,148,history,0.635
1098,148,spiritual,0.597
1099,148,luxury,0.392
1100,148,culture,0.32
1101,149,water_sports,0.799
1102,149,family,0.786
1103,149,beach,0.782
1104,149,nightlife,0.72
1105,149,food,0.655
1106,149,wildlife,0.359
1107,150,family,0.978
1108,150,cruise,0.833
1109,150,beach,0.787
1110,150,luxury,0.737
1111,150,photography,0.591
1112,150,budget,0.345
1113,151,romantic,0.921
1114,151,mountain,0.747
1115,151,nature,0.739
1116,151,food,0.643
1117,151,relax,0.626
1118,151,photography,0.62
1119,151,culture,0.262
1120,152,relax,0.964
1121,152,beach,0.768
1122,152,spiritual,0.729
1123,152,nature,0.723
1124,152,history,0.676
1125,152,culture,0.398
1126,152,food,0.258
1127,153,family,0.931
1128,153,food,0.879
1129,153,photography,0.851
1130,153,water_sports,0.789
1131,153,beach,0.743
1132,153,city,0.625
1133,153,relax,0.475
1134,153,mountain,0.27
1135,154,nightlife,0.959
1136,154,water_sports,0.933
1137,154,beach,0.873
1138,154,family,0.812
1139,154,food,0.667
1140,154,budget,0.406
1141,155,food,0.933
1142,155,beach,0.89
1143,155,family,0.821
1144,155,nightlife,0.781
1145,155,water_sports,0.689
1146,155,nature,0.426
1147,155,relax,0.317
1148,155,cruise,0.194
1149,156,nature,0.973
1150,156,adventure,0.832
1151,156,photography,0.797
1152,156,mountain,0.793
1153,156,culture,0.728
1154,156,festival,0.425
1155,156,city,0.226
1156,157,history,0.911
1157,157,nature,0.819
1158,157,beach,0.778
1159,157,spiritual,0.725
1160,157,relax,0.672
1161,157,wildlife,0.326
1162,157,food,0.24
1163,158,water_sports,0.905
1164,158,relax,0.805
1165,158,family,0.792
1166,158,luxury,0.72
1167,158,romantic,0.623
1168,158,beach,0.597
1169,158,cruise,0.405
1170,158,budget,0.251
1171,159,family,0.889
1172,159,photography,0.88
1173,159,luxury,0.875
1174,159,beach,0.779
1175,159,cruise,0.617
1176,159,festival,0.392
1177,160,mountain,0.853
1178,160,romantic,0.83
1179,160,photography,0.759
1180,160,food,0.675
1181,160,nature,0.611
1182,160,relax,0.581
1183,160,beach,0.364
1184,161,mountain,0.822
1185,161,photography,0.803
1186,161,nature,0.703
1187,161,relax,0.623
1188,161,romantic,0.608
1189,161,food,0.603
1190,161,adventure,0.467
1191,161,water_sports,0.237
1192,162,water_sports,0.889
1193,162,photography,0.847
1194,162,beach,0.846
1195,162,food,0.757
1196,162,family,0.737
1197,162,city,0.629
1198,162,luxury,0.369
1199,162,nature,0.351
1200,163,spiritual,0.957
1201,163,nature,0.782
1202,163,relax,0.735
1203,163,beach,0.653
1204,163,history,0.585
1205,163,food,0.475
1206,163,luxury,0.427
1207,163,adventure,0.218
1208,164,nightlife,0.937
1209,164,city,0.931
1210,164,food,0.878
1211,164,history,0.808
1212,164,shopping,0.761
1213,164,water_sports,0.384
1214,165,relax,0.931
1215,165,nature,0.847
1216,165,beach,0.813
1217,165,spiritual,0.797
1218,165,history,0.762
1219,165,festival,0.323
1220,165,food,0.299
