id,user_id,tag,weight
309,42,history,0.712
310,42,festival,0.245
311,42,nightlife,0.24
312,43,adventure,0.882
313,43,nature,0.691
314,43,budget,0.3
315,43,photography,0.595
316,43,mountain,0.944
317,43,festival,0.289
318,43,wildlife,0.892
319,43,nightlife,0.338
320,43,water_sports,0.144
321,44,adventure,0.802
322,44,nature,0.992
323,44,photography,0.627
324,44,shopping,0.118
325,44,mountain,0.774
326,44,wildlife,0.838
327,45,family,0.25
328,45,adventure,0.615
329,45,nature,0.734
330,45,culture,0.291
331,45,budget,0.201
332,45,photography,0.982
333,45,mountain,0.931
334,45,wildlife,0.968
335,46,family,0.243
336,46,romantic,0.711
337,46,beach,0.845
338,46,food,0.641
339,46,relax,0.645
340,46,photography,0.77
341,46,history,0.343
342,47,family,0.668
343,47,beach,0.706
344,47,food,0.845
345,47,budget,0.997
346,47,spiritual,0.35
347,47,city,0.797
348,47,wildlife,0.183
349,47,nightlife,0.309
350,48,family,0.281
351,48,food,0.955
352,48,photography,0.93
353,48,shopping,0.791
354,48,city,0.913
355,48,nightlife,0.73
356,49,adventure,0.158
357,49,beach,0.127
358,49,food,0.573
359,49,culture,0.664
360,49,spiritual,0.789
361,49,city,0.854
362,49,history,0.905
363,49,water_sports,0.317
364,50,food,0.911
365,50,photography,0.654
366,50,shopping,0.576
367,50,city,0.759
368,50,history,0.166
369,50,festival,0.151
370,50,nightlife,0.918
371,51,food,0.638
372,51,spiritual,0.157
373,51,photography,0.892
374,51,shopping,0.84
375,51,city,0.568
376,51,nightlife,0.975
377,52,family,0.326
378,52,nature,0.204
379,52,food,0.907
380,52,culture,0.263
381,52,photography,0.901
382,52,shopping,0.946
383,52,city,0.679
384,52,nightlife,0.551
385,52,water_sports,0.221
386,53,adventure,0.892
387,53,nature,0.782
388,53,culture,0.291
389,53,photography,0.854
390,53,mountain,0.773
391,53,wildlife,0.555
392,53,nightlife,0.327
393,54,beach,0.193
394,54,food,0.905
395,54,budget,0.349
396,54,photography,0.819
397,54,shopping,0.749
398,54,city,0.863
399,54,festival,0.158
400,54,nightlife,0.802
401,55,adventure,0.771
402,55,nature,0.949
403,55,photography,0.777
404,55,shopping,0.254
405,55,mountain,0.723
406,55,history,0.104
407,55,wildlife,0.992
408,55,cruise,0.263
409,56,romantic,0.659
410,56,beach,0.97
411,56,food,0.939
412,56,relax,0.745
413,56,photography,0.711
414,56,city,0.314
415,57,romantic,0.568
416,57,beach,0.569
417,57,food,0.837
418,57,relax,0.707
419,57,luxury,0.134
420,57,spiritual,0.35
421,57,photography,0.964
422,57,shopping,0.106
423,57,festival,0.165
424,58,romantic,0.956
425,58,beach,0.877
426,58,relax,0.948
427,58,luxury,0.643
428,58,photography,0.101
429,58,cruise,0.85
430,59,adventure,0.764
431,59,nature,0.784
432,59,luxury,0.324
433,59,photography,0.825
434,59,shopping,0.335
435,59,mountain,0.842
436,59,festival,0.295
437,59,wildlife,0.623
438,59,water_sports,0.139
439,60,romantic,0.613
440,60,adventure,0.106
441,60,beach,0.975
442,60,culture,0.33
443,60,relax,0.771
444,60,luxury,0.681
445,60,shopping,0.302
446,60,mountain,0.171
447,60,cruise,0.794
448,61,romantic,0.998
449,61,beach,0.972
450,61,food,0.144
451,61,relax,0.551
452,61,luxury,0.812
453,61,cruise,0.896
454,62,romantic,0.565
455,62,beach,0.828
456,62,food,0.707
457,62,culture,0.24
458,62,relax,0.778
459,62,spiritual,0.248
460,62,photography,0.64
461,62,mountain,0.329
462,62,cruise,0.117
463,63,romantic,0.117
464,63,adventure,0.755
465,63,nature,0.618
466,63,culture,0.162
467,63,spiritual,0.129
468,63,photography,0.803
469,63,shopping,0.346
470,63,mountain,0.945
471,63,wildlife,0.665
472,64,adventure,0.319
473,64,food,0.975
474,64,spiritual,0.139
475,64,photography,0.974
476,64,shopping,0.914
477,64,city,0.602
478,64,festival,0.301
479,64,nightlife,0.791
480,64,water_sports,0.242
481,65,family,0.751
482,65,adventure,0.118
483,65,beach,0.978
484,65,nature,0.241
485,65,food,0.616
486,65,budget,0.59
487,65,shopping,0.333
488,65,city,0.586
489,65,nightlife,0.308
490,66,romantic,0.901
491,66,adventure,0.127
492,66,beach,0.628
493,66,food,0.843
494,66,relax,0.982
495,66,luxury,0.262
496,66,photography,0.897
497,66,city,0.117
498,66,wildlife,0.204
499,67,romantic,0.867
500,67,beach,0.917
501,67,food,0.615
502,67,relax,0.777
503,67,budget,0.138
504,67,photography,0.755
505,67,shopping,0.321
506,68,romantic,0.162
507,68,food,0.601
508,68,culture,0.278
509,68,photography,0.679
510,68,shopping,0.901
511,68,city,0.602
512,68,festival,0.136
513,68,nightlife,0.695
514,68,water_sports,0.264
515,69,family,0.306
516,69,adventure,0.988
517,69,nature,0.875
518,69,culture,0.12
519,69,photography,0.62
520,69,mountain,0.887
521,69,wildlife,0.9
522,69,water_sports,0.266
523,70,adventure,0.606
524,70,beach,0.101
525,70,nature,0.638
526,70,food,0.192
527,70,luxury,0.315
528,70,photography,0.934
529,70,mountain,0.765
530,70,festival,0.257
531,70,wildlife,0.571
532,71,romantic,0.846
533,71,beach,0.945
534,71,food,0.867
535,71,relax,0.737
536,71,spiritual,0.294
537,71,photography,0.74
538,71,nightlife,0.148
539,72,romantic,0.155
540,72,adventure,0.262
541,72,beach,0.188
542,72,food,0.685
543,72,photography,0.979
544,72,shopping,0.802
545,72,city,0.811
546,72,festival,0.307
547,72,nightlife,0.745
548,73,romantic,0.916
549,73,beach,0.873
550,73,food,0.654
551,73,relax,0.949
552,73,photography,0.921
553,73,shopping,0.137
554,74,romantic,0.259
555,74,adventure,0.725
556,74,nature,0.761
557,74,relax,0.179
558,74,photography,0.613
559,74,mountain,0.756
560,74,city,0.277
561,74,wildlife,0.778
562,74,water_sports,0.216
563,75,food,0.789
564,75,culture,0.152
565,75,photography,0.729
566,75,shopping,0.694
567,75,city,0.8
568,75,wildlife,0.156
569,75,nightlife,0.998
570,76,adventure,0.266
571,76,beach,0.154
572,76,nature,0.19
573,76,food,0.72
574,76,culture,0.7
575,76,spiritual,0.655
576,76,city,0.806
577,76,history,0.717
578,77,nature,0.126
579,77,food,0.889
580,77,culture,0.573
581,77,spiritual,0.864
582,77,city,0.907
583,77,history,0.973
584,77,festival,0.229
585,77,wildlife,0.221
586,78,family,0.986
587,78,beach,0.726
588,78,food,0.77
589,78,budget,0.957
590,78,city,0.566
591,78,wildlife,0.25
592,78,nightlife,0.137
593,79,romantic,0.996
594,79,adventure,0.277
595,79,beach,0.64
596,79,food,0.851
597,79,culture,0.243
598,79,relax,0.689
599,79,photography,0.812
600,79,festival,0.34
601,80,family,0.949
602,80,romantic,0.115
603,80,beach,0.651
604,80,food,0.873
605,80,budget,0.887
606,80,city,0.645
607,80,festival,0.1
608,81,romantic,0.558
609,81,beach,0.79
610,81,food,0.657
611,81,relax,0.946
612,81,photography,0.728
613,81,mountain,0.188
614,81,festival,0.12
615,81,cruise,0.174
616,82,family,0.183
617,82,romantic,0.116
618,82,food,0.863
619,82,culture,0.632
620,82,relax,0.261
621,82,spiritual,0.712
622,82,mountain,0.118
623,82,city,0.693
624,82,history,0.818
625,83,romantic,0.807
626,83,beach,0.981
627,83,food,0.781
628,83,relax,0.913
629,83,budget,0.336
630,83,photography,0.88
631,83,nightlife,0.233
632,83,water_sports,0.313
633,84,family,0.7
634,84,beach,0.65
635,84,food,0.804
636,84,budget,0.679
637,84,spiritual,0.119
638,84,shopping,0.198
639,84,mountain,0.139
640,84,city,0.822
641,85,romantic,0.786
642,85,beach,0.875
643,85,nature,0.331
644,85,food,0.591
645,85,relax,0.973
646,85,photography,0.706
647,85,mountain,0.148
648,86,romantic,0.723
649,86,beach,0.623
650,86,relax,0.553
651,86,luxury,0.577
652,86,history,0.245
653,86,wildlife,0.223
654,86,cruise,0.926
655,86,nightlife,0.137
656,87,romantic,0.922
657,87,beach,0.994
658,87,nature,0.266
659,87,relax,0.961
660,87,luxury,0.588
661,87,city,0.137
662,87,cruise,0.63
663,88,family,0.334
664,88,romantic,0.7
665,88,beach,0.886
666,88,food,0.781
667,88,relax,0.738
668,88,budget,0.189
669,88,photography,0.721
670,88,wildlife,0.158
671,89,romantic,0.923
672,89,adventure,0.274
673,89,beach,0.856
674,89,food,0.928
675,89,relax,0.84
676,89,luxury,0.125
677,89,photography,0.721
678,89,nightlife,0.267
679,90,food,0.655
680,90,culture,0.777
681,90,spiritual,0.728
682,90,shopping,0.311
683,90,city,0.847
684,90,history,0.96
685,90,wildlife,0.268
686,91,food,0.69
687,91,photography,0.655
688,91,shopping,0.635
689,91,city,0.701
690,91,wildlife,0.343
691,91,cruise,0.324
692,91,nightlife,0.614
693,92,romantic,0.714
694,92,beach,0.893
695,92,food,0.747
696,92,relax,0.744
697,92,budget,0.1
698,92,luxury,0.115
699,92,photography,0.756
700,92,shopping,0.188
701,92,wildlife,0.319
702,93,food,0.662
703,93,culture,0.103
704,93,relax,0.307
705,93,luxury,0.178
706,93,photography,0.764
707,93,shopping,0.683
708,93,city,0.697
709,93,nightlife,0.61
710,94,nature,0.278
711,94,food,0.897
712,94,culture,0.953
713,94,relax,0.101
714,94,spiritual,0.916
715,94,city,0.602
716,94,history,0.844
717,94,festival,0.181
718,94,cruise,0.251
719,95,romantic,0.335
720,95,adventure,0.917
721,95,nature,0.588
722,95,food,0.188
723,95,photography,0.954
724,95,mountain,0.846
725,95,city,0.209
726,95,wildlife,0.897
727,96,romantic,0.803
728,96,beach,0.949
729,96,food,0.618
730,96,culture,0.146
731,96,relax,0.623
732,96,photography,0.664
733,97,beach,0.107
734,97,food,0.843
735,97,culture,0.718
736,97,spiritual,0.87
737,97,city,0.741
738,97,history,0.552
739,98,beach,0.311
740,98,food,0.644
741,98,photography,0.803
742,98,shopping,0.865
743,98,city,0.97
744,98,nightlife,0.759
745,99,adventure,0.909
746,99,nature,0.687
747,99,food,0.115
748,99,relax,0.128
749,99,budget,0.215
750,99,photography,0.772
751,99,mountain,0.593
752,99,wildlife,0.556
753,100,romantic,0.839
754,100,beach,0.736
755,100,food,0.943
756,100,culture,0.181
757,100,relax,0.961
758,100,luxury,0.195
759,100,spiritual,0.121
760,100,photography,0.728
761,101,adventure,0.905
762,101,nature,0.802
763,101,budget,0.264
764,101,photography,0.66
765,101,mountain,0.858
766,101,city,0.207
767,101,festival,0.112
768,101,wildlife,0.756
769,101,nightlife,0.248
770,102,family,0.784
771,102,romantic,0.231
772,102,beach,0.905
773,102,food,0.935
774,102,budget,0.783
775,102,city,0.834
776,103,family,0.179
777,103,food,0.882
778,103,culture,0.804
779,103,spiritual,0.577
780,103,city,0.803
781,103,history,0.672
782,104,romantic,0.742
783,104,beach,0.918
784,104,relax,0.683
785,104,luxury,0.789
786,104,photography,0.214
787,104,city,0.171
788,104,festival,0.131
789,104,cruise,0.922
790,104,nightlife,0.28
791,105,food,0.847
792,105,culture,0.773
793,105,budget,0.215
794,105,spiritual,0.871
795,105,city,0.934
796,105,history,0.892
797,106,family,0.279
798,106,beach,0.263
799,106,food,0.88
800,106,culture,0.927
801,106,spiritual,0.673
802,106,shopping,0.124
803,106,city,0.736
804,106,history,0.992
805,107,romantic,0.936
806,107,beach,0.618
807,107,food,0.722
808,107,relax,0.783
809,107,photography,0.787
810,107,mountain,0.193
811,107,wildlife,0.29
812,108,family,0.766
813,108,beach,0.692
814,108,food,0.826
815,108,budget,0.945
816,108,luxury,0.251
817,108,city,0.988
818,109,romantic,0.626
819,109,beach,0.699
820,109,food,0.758
821,109,relax,0.826
822,109,luxury,0.337
823,109,spiritual,0.325
824,109,photography,0.866
825,109,history,0.113
826,110,romantic,0.666
827,110,beach,0.763
828,110,relax,0.999
829,110,luxury,0.989
830,110,cruise,0.941
831,110,nightlife,0.239
832,111,romantic,0.897
833,111,beach,0.749
834,111,food,0.168
835,111,relax,0.588
836,111,budget,0.301
837,111,luxury,0.837
838,111,wildlife,0.175
839,111,cruise,0.741
840,111,water_sports,0.279
841,112,romantic,0.23
842,112,food,0.673
843,112,photography,0.619
844,112,shopping,0.988
845,112,city,0.76
846,112,nightlife,0.797
847,113,family,0.185
848,113,food,0.664
849,113,culture,0.956
850,113,spiritual,0.585
851,113,city,0.666
852,113,history,0.962
853,113,wildlife,0.345
854,114,romantic,0.736
855,114,beach,0.953
856,114,food,0.729
857,114,culture,0.277
858,114,relax,0.98
859,114,spiritual,0.313
860,114,photography,0.59
861,115,family,0.857
862,115,beach,0.703
863,115,food,0.769
864,115,relax,0.259
865,115,budget,0.983
866,115,luxury,0.316
867,115,photography,0.319
868,115,city,0.941
869,115,history,0.324
870,116,food,0.965
871,116,culture,0.858
872,116,spiritual,0.877
873,116,city,0.88
874,116,history,0.863
875,116,festival,0.201
876,117,family,0.286
877,117,romantic,0.646
878,117,beach,0.995
879,117,relax,0.858
880,117,luxury,0.618
881,117,mountain,0.218
882,117,city,0.208
883,117,cruise,0.966
884,118,family,0.782
885,118,beach,0.685
886,118,food,0.897
887,118,culture,0.147
888,118,relax,0.166
889,118,budget,0.561
890,118,city,0.701
891,118,festival,0.138
892,119,family,0.127
893,119,romantic,0.961
894,119,beach,0.555
895,119,culture,0.121
896,119,relax,0.96
897,119,luxury,0.986
898,119,cruise,0.719
899,120,romantic,0.304
900,120,food,0.654
901,120,culture,0.705
902,120,spiritual,0.934
903,120,city,0.62
904,120,history,0.566
905,120,cruise,0.269
