id,user_id,tour_id,action_type,search_query,created_at
61,5,,search,tour Hà Nội 3 ngày dưới 18 triệu,2026-05-23 08:00:00
62,6,122,click,,2026-05-02 21:00:00
63,6,146,view,,2026-01-12 17:00:00
64,6,79,view,,2025-12-16 10:00:00
65,6,83,save,,2026-03-11 10:00:00
66,6,19,view,,2025-12-30 15:00:00
67,6,104,click,,2026-05-17 17:00:00
68,6,1,click,,2026-07-19 22:00:00
69,6,131,save,,2026-02-14 14:00:00
70,6,44,click,,2026-08-02 11:00:00
71,6,153,view,,2026-06-19 00:00:00
72,6,,search,tour Côn Đảo 2 ngày dưới 14 triệu,2026-02-24 08:00:00
73,6,,search,tour Cao Bằng 2 ngày dưới 14 triệu,2026-03-30 08:00:00
74,7,42,save,,2026-02-22 06:00:00
75,7,93,click,,2026-04-11 02:00:00
76,7,45,view,,2026-03-07 04:00:00
77,7,208,view,,2026-06-13 21:00:00
78,7,160,view,,2026-05-13 16:00:00
79,7,15,click,,2026-02-15 23:00:00
80,7,228,save,,2026-02-15 12:00:00
81,7,166,view,,2026-05-28 02:00:00
82,7,230,click,,2026-05-11 06:00:00
83,7,94,click,,2026-04-17 10:00:00
84,7,156,save,,2026-05-20 23:00:00
85,7,55,view,,2026-06-01 07:00:00
86,7,,search,tour TP. Hồ Chí Minh 2 ngày dưới 18 triệu,2026-08-03 08:00:00
87,7,,search,tour Hà Nội 2 ngày dưới 18 triệu,2026-07-13 08:00:00
88,8,219,save,,2025-12-23 23:00:00
89,8,73,click,,2026-07-20 02:00:00
90,8,164,click,,2026-01-16 11:00:00
91,8,192,view,,2026-04-11 15:00:00
92,8,82,save,,2026-06-11 12:00:00
93,8,214,click,,2026-06-02 00:00:00
94,8,234,view,,2026-08-09 11:00:00
95,8,136,save,,2026-04-13 09:00:00
96,8,43,view,,2026-07-02 15:00:00
97,8,14,click,,2026-01-23 07:00:00
98,8,60,save,,2026-05-06 22:00:00
99,8,132,save,,2026-03-10 03:00:00
100,8,233,view,,2026-01-05 15:00:00
101,8,6,click,,2026-03-16 07:00:00
102,8,,search,tour Đà Nẵng 5 ngày dưới 18 triệu,2026-08-09 08:00:00
103,8,,search,tour Hạ Long 5 ngày dưới 18 triệu,2026-05-03 08:00:00
104,9,182,view,,2026-04-14 12:00:00
105,9,33,click,,2026-05-05 23:00:00
106,9,212,view,,2025-12-25 11:00:00
107,9,151,view,,2026-05-08 08:00:00
108,9,161,view,,2026-04-12 04:00:00
109,9,140,click,,2026-06-10 08:00:00
110,9,40,view,,2026-06-06 00:00:00
111,9,215,click,,2026-01-01 21:00:00
112,9,92,click,,2026-07-10 18:00:00
113,9,146,save,,2026-03-03 23:00:00
114,9,25,save,,2025-12-24 08:00:00
115,9,199,view,,2026-01-14 01:00:00
116,9,129,view,,2026-03-25 17:00:00
117,9,67,save,,2025-12-30 02:00:00
118,9,53,save,,2026-03-27 08:00:00
119,9,,search,tour Cao Bằng 2 ngày dưới 14 triệu,2026-03-05 08:00:00
120,9,,search,tour Đà Lạt 2 ngày dưới 14 triệu,2026-05-19 08:00:00
121,10,187,click,,2026-06-18 01:00:00
122,10,105,view,,2026-06-17 12:00:00
123,10,188,save,,2026-08-12 00:00:00
124,10,122,view,,2026-07-16 06:00:00
125,10,193,click,,2026-07-02 02:00:00
126,10,143,click,,2026-05-25 11:00:00
127,10,182,save,,2026-03-02 23:00:00
128,10,28,view,,2026-07-15 17:00:00
129,10,132,view,,2026-03-20 22:00:00
130,10,38,click,,2026-06-01 12:00:00
131,10,154,view,,2026-05-12 05:00:00
132,10,49,save,,2026-03-16 17:00:00
133,10,183,click,,2025-12-15 23:00:00
134,10,168,click,,2026-07-11 21:00:00
135,10,146,save,,2026-01-08 21:00:00
136,10,,search,tour Cao Bằng 2 ngày dưới 10 triệu,2026-05-26 08:00:00
137,10,,search,tour Côn Đảo 2 ngày dưới 10 triệu,2026-05-14 08:00:00
138,11,148,view,,2026-02-15 03:00:00
139,11,176,view,,2026-07-20 12:00:00
140,11,29,view,,2026-07-26 00:00:00
141,11,175,view,,2026-04-04 19:00:00
142,11,232,click,,2026-03-11 14:00:00
143,11,101,view,,2026-05-17 07:00:00
144,11,215,click,,2026-07-11 23:00:00
145,11,191,click,,2026-04-02 04:00:00
146,11,39,click,,2026-01-27 02:00:00
147,11,214,click,,2026-07-20 22:00:00
148,11,207,save,,2026-01-24 15:00:00
149,11,171,view,,2026-02-05 12:00:00
150,11,24,click,,2026-03-07 02:00:00
151,11,74,view,,2026-06-05 21:00:00
152,11,162,save,,2026-06-27 04:00:00
153,11,18,save,,2026-08-02 23:00:00
154,11,49,save,,2026-05-21 02:00:00
155,11,,search,tour Nha Trang 4 ngày dưới 14 triệu,2026-05-29 08:00:00
156,11,,search,tour Phú Quốc 4 ngày dưới 14 triệu,2026-06-26 08:00:00
157,12,201,view,,2026-01-21 00:00:00
158,12,27,save,,2026-03-16 03:00:00
159,12,41,view,,2026-07-09 11:00:00
160,12,213,click,,2026-06-24 12:00:00
161,12,164,view,,2026-08-11 01:00:00
162,12,82,click,,2025-12-23 15:00:00
163,12,104,click,,2026-04-30 03:00:00
164,12,33,view,,2026-07-31 19:00:00
165,12,109,save,,2026-04-05 01:00:00
166,12,,search,tour TP. Hồ Chí Minh 2 ngày dưới 8 triệu,2026-02-28 08:00:00
167,12,,search,tour Cao Bằng 2 ngày dưới 8 triệu,2026-07-08 08:00:00
168,13,26,view,,2026-03-02 23:00:00
169,13,237,click,,2026-03-19 21:00:00
170,13,202,view,,2026-08-06 19:00:00
171,13,116,click,,2026-04-21 17:00:00
172,13,235,click,,2026-01-17 06:00:00
173,13,179,click,,2026-06-18 22:00:00
174,13,8,click,,2026-04-03 21:00:00
175,13,4,view,,2026-02-06 22:00:00
176,13,25,view,,2026-05-22 11:00:00
177,13,82,view,,2026-02-23 05:00:00
178,13,,search,tour Sa Pa 2 ngày dưới 4 triệu,2026-03-22 08:00:00
179,13,,search,tour Hội An 2 ngày dưới 4 triệu,2026-03-29 08:00:00
180,14,171,save,,2026-06-29 04:00:00
181,14,234,view,,2026-04-07 18:00:00
182,14,44,view,,2026-02-21 01:00:00
183,14,221,view,,2025-12-21 05:00:00
184,14,144,view,,2026-07-06 22:00:00
185,14,72,click,,2026-05-25 11:00:00
186,14,88,view,,2026-05-01 10:00:00
187,14,102,click,,2026-08-03 05:00:00
188,14,23,view,,2026-02-05 16:00:00
189,14,55,view,,2026-07-26 05:00:00
190,14,36,click,,2026-03-26 04:00:00
191,14,162,click,,2026-05-12 05:00:00
192,14,10,save,,2026-05-19 14:00:00
193,14,,search,tour Hạ Long 4 ngày dưới 18 triệu,2026-08-12 08:00:00
194,14,,search,tour Đà Nẵng 4 ngày dưới 18 triệu,2026-06-19 08:00:00
195,15,16,view,,2026-06-01 15:00:00
196,15,64,click,,2026-04-02 18:00:00
197,15,161,click,,2026-06-16 18:00:00
198,15,35,click,,2026-05-11 07:00:00
199,15,143,click,,2026-05-09 16:00:00
200,15,71,click,,2026-03-15 08:00:00
201,15,94,view,,2026-05-13 23:00:00
202,15,141,click,,2026-07-13 00:00:00
203,15,61,click,,2026-01-29 12:00:00
204,15,192,click,,2026-06-04 13:00:00
205,15,103,click,,2026-05-13 23:00:00
206,15,,search,tour Hội An 3 ngày dưới 4 triệu,2026-06-04 08:00:00
207,15,,search,tour Đà Lạt 3 ngày dưới 4 triệu,2026-02-23 08:00:00
208,16,202,view,,2026-01-21 22:00:00
209,16,119,click,,2026-06-26 10:00:00
210,16,191,save,,2026-02-22 21:00:00
211,16,101,view,,2026-05-28 08:00:00
212,16,131,click,,2026-06-22 22:00:00
213,16,80,view,,2026-01-31 09:00:00
214,16,19,click,,2026-02-23 09:00:00
215,16,140,save,,2026-04-13 21:00:00
216,16,213,view,,2026-02-22 14:00:00
217,16,190,view,,2026-05-29 11:00:00
218,16,48,save,,2026-07-19 14:00:00
219,16,68,save,,2026-02-28 22:00:00
220,16,189,save,,2026-02-09 01:00:00
221,16,71,click,,2026-01-05 01:00:00
222,16,,search,tour Hà Nội 4 ngày dưới 4 triệu,2026-06-15 08:00:00
223,16,,search,tour Nha Trang 4 ngày dưới 4 triệu,2026-07-26 08:00:00
224,17,93,view,,2026-02-07 18:00:00
225,17,133,save,,2026-05-09 22:00:00
226,17,184,view,,2026-03-04 11:00:00
227,17,191,save,,2025-12-15 23:00:00
228,17,29,view,,2026-03-19 22:00:00
229,17,213,click,,2026-06-22 23:00:00
230,17,61,click,,2026-04-02 22:00:00
231,17,103,view,,2025-12-22 07:00:00
232,17,112,view,,2026-06-12 09:00:00
233,17,94,view,,2026-05-04 02:00:00
234,17,136,view,,2026-01-15 21:00:00
235,17,102,click,,2026-02-07 04:00:00
236,17,238,click,,2026-01-03 14:00:00
237,17,33,save,,2026-04-17 20:00:00
238,17,83,view,,2026-04-02 09:00:00
239,17,,search,tour Hội An 2 ngày dưới 10 triệu,2026-08-01 08:00:00
240,17,,search,tour Đà Nẵng 2 ngày dưới 10 triệu,2026-04-11 08:00:00
241,18,108,click,,2026-02-01 14:00:00
242,18,231,click,,2026-03-11 11:00:00
243,18,106,click,,2026-03-18 05:00:00
244,18,131,view,,2026-02-19 10:00:00
245,18,80,click,,2026-04-03 00:00:00
246,18,214,click,,2026-02-11 07:00:00
247,18,38,view,,2026-01-10 23:00:00
248,18,68,view,,2026-04-09 15:00:00
249,18,61,view,,2026-06-03 17:00:00
250,18,114,view,,2026-04-28 04:00:00
251,18,,search,tour Cao Bằng 3 ngày dưới 14 triệu,2026-03-30 08:00:00
252,18,,search,tour Huế 3 ngày dưới 14 triệu,2026-03-25 08:00:00
253,19,222,view,,2025-12-15 11:00:00
254,19,27,view,,2026-03-06 18:00:00
255,19,37,view,,2026-08-09 09:00:00
256,19,216,save,,2026-01-04 11:00:00
257,19,139,view,,2026-05-05 14:00:00
258,19,57,view,,2026-07-25 17:00:00
259,19,54,view,,2026-05-30 04:00:00
260,19,207,view,,2026-05-01 06:00:00
261,19,240,click,,2026-01-28 21:00:00
262,19,116,view,,2026-05-13 04:00:00
263,19,106,view,,2026-07-14 00:00:00
264,19,67,save,,2026-06-30 02:00:00
265,19,40,save,,2026-01-23 20:00:00
266,19,30,view,,2026-08-09 04:00:00
267,19,,search,tour Côn Đảo 3 ngày dưới 10 triệu,2026-06-05 08:00:00
268,19,,search,tour Đà Nẵng 3 ngày dưới 10 triệu,2026-03-06 08:00:00
269,20,60,click,,2026-02-05 17:00:00
270,20,181,view,,2026-07-01 09:00:00
271,20,10,view,,2026-03-13 19:00:00
272,20,14,view,,2026-01-27 10:00:00
273,20,106,view,,2026-01-27 22:00:00
274,20,40,view,,2026-04-16 18:00:00
275,20,118,click,,2025-12-17 10:00:00
276,20,53,view,,2026-06-05 11:00:00
277,20,54,click,,2026-06-06 10:00:00
278,20,1,save,,2026-02-19 21:00:00
279,20,91,save,,2026-03-12 11:00:00
280,20,98,click,,2026-03-25 16:00:00
281,20,198,save,,2026-07-11 15:00:00
282,20,,search,tour TP. Hồ Chí Minh 3 ngày dưới 6 triệu,2026-07-13 08:00:00
283,20,,search,tour Đà Lạt 3 ngày dưới 6 triệu,2026-06-16 08:00:00
284,21,203,view,,2026-01-18 05:00:00
285,21,124,view,,2026-08-01 02:00:00
286,21,144,save,,2026-07-28 06:00:00
287,21,57,view,,2025-12-30 16:00:00
288,21,160,view,,2025-12-22 15:00:00
289,21,100,view,,2026-03-26 02:00:00
290,21,111,view,,2026-07-02 19:00:00
291,21,77,click,,2026-03-23 01:00:00
292,21,195,click,,2026-05-22 10:00:00
293,21,114,view,,2026-07-27 23:00:00
294,21,239,view,,2026-07-07 14:00:00
295,21,15,view,,2026-07-02 19:00:00
296,21,89,view,,2026-05-17 14:00:00
297,21,156,click,,2026-07-25 20:00:00
298,21,,search,tour Hà Nội 2 ngày dưới 10 triệu,2026-08-04 08:00:00
299,21,,search,tour Huế 2 ngày dưới 10 triệu,2026-02-19 08:00:00
300,22,6,view,,2026-07-04 01:00:00
301,22,155,view,,2026-01-15 01:00:00
302,22,197,view,,2026-04-24 22:00:00
303,22,14,view,,2025-12-26 00:00:00
304,22,164,view,,2026-07-30 05:00:00
305,22,109,view,,2026-05-24 06:00:00
306,22,215,click,,2026-07-05 12:00:00
307,22,120,view,,2026-01-15 08:00:00
308,22,71,view,,2026-03-16 09:00:00
309,22,218,save,,2026-01-13 00:00:00
310,22,74,click,,2026-08-01 08:00:00
311,22,67,save,,2026-05-02 19:00:00
312,22,84,view,,2026-02-15 11:00:00
313,22,58,view,,2026-01-26 19:00:00
314,22,8,save,,2026-04-16 07:00:00
315,22,16,view,,2026-03-27 11:00:00
316,22,,search,tour TP. Hồ Chí Minh 4 ngày dưới 4 triệu,2026-07-21 08:00:00
317,22,,search,tour Đà Nẵng 4 ngày dưới 4 triệu,2026-07-24 08:00:00
318,23,62,save,,2026-01-17 07:00:00
319,23,170,view,,2026-03-12 00:00:00
320,23,98,click,,2026-03-09 00:00:00
321,23,128,click,,2026-07-10 14:00:00
322,23,195,save,,2025-12-16 08:00:00
323,23,115,click,,2026-06-03 20:00:00
324,23,235,save,,2026-05-22 08:00:00
325,23,96,view,,2026-01-30 13:00:00
326,23,103,view,,2026-07-14 04:00:00
327,23,,search,tour Đà Lạt 2 ngày dưới 10 triệu,2026-06-16 08:00:00
328,23,,search,tour Đà Nẵng 2 ngày dưới 10 triệu,2026-06-07 08:00:00
329,24,82,click,,2026-07-20 06:00:00
330,24,52,view,,2026-03-20 14:00:00
331,24,185,view,,2026-02-08 16:00:00
332,24,200,save,,2026-07-30 05:00:00
333,24,121,save,,2026-06-25 15:00:00
334,24,26,save,,2026-01-19 14:00:00
335,24,79,view,,2026-08-02 22:00:00
336,24,53,click,,2026-03-28 18:00:00
337,24,172,view,,2026-02-18 10:00:00
338,24,119,view,,2026-01-31 19:00:00
339,24,136,view,,2026-06-10 22:00:00
340,24,59,view,,2026-01-05 12:00:00
341,24,,search,tour Hội An 5 ngày dưới 6 triệu,2026-03-16 08:00:00
342,24,,search,tour Phú Quốc 5 ngày dưới 6 triệu,2026-05-29 08:00:00
343,25,215,click,,2026-05-23 01:00:00
344,25,240,click,,2026-03-06 07:00:00
345,25,87,view,,2026-06-09 03:00:00
346,25,73,view,,2026-07-10 06:00:00
347,25,78,view,,2026-05-16 05:00:00
348,25,93,save,,2026-02-24 01:00:00
349,25,65,save,,2026-06-04 02:00:00
350,25,225,click,,2026-04-08 00:00:00
351,25,41,save,,2026-05-29 18:00:00
352,25,40,click,,2026-03-17 15:00:00
353,25,156,save,,2026-06-29 02:00:00
354,25,177,save,,2026-04-17 15:00:00
355,25,104,click,,2026-01-11 00:00:00
356,25,187,click,,2026-08-01 16:00:00
357,25,115,click,,2026-06-08 14:00:00
358,25,,search,tour Hạ Long 4 ngày dưới 8 triệu,2026-02-24 08:00:00
359,25,,search,tour Hà Nội 4 ngày dưới 8 triệu,2026-02-18 08:00:00
360,26,33,click,,2026-01-31 01:00:00
361,26,218,save,,2026-03-17 17:00:00
362,26,143,click,,2026-01-22 23:00:00
363,26,165,click,,2026-06-13 07:00:00
364,26,17,view,,2026-05-08 02:00:00
365,26,233,click,,2026-01-15 03:00:00
366,26,82,view,,2026-04-07 12:00:00
367,26,52,view,,2026-04-06 20:00:00
368,26,53,save,,2026-07-15 04:00:00
369,26,68,save,,2025-12-25 16:00:00
370,26,49,view,,2026-06-19 08:00:00
371,26,66,click,,2026-02-13 02:00:00
372,26,48,click,,2025-12-24 11:00:00
373,26,216,save,,2026-04-19 13:00:00
374,26,24,view,,2026-04-16 20:00:00
375,26,2,view,,2026-07-12 09:00:00
376,26,,search,tour Phú Quốc 5 ngày dưới 18 triệu,2026-04-21 08:00:00
377,26,,search,tour Nha Trang 5 ngày dưới 18 triệu,2026-05-12 08:00:00
378,27,126,save,,2026-07-10 22:00:00
379,27,225,view,,2026-01-06 04:00:00
380,27,108,click,,2026-06-27 08:00:00
381,27,201,view,,2026-05-09 07:00:00
382,27,200,click,,2025-12-19 20:00:00
383,27,105,click,,2026-03-31 07:00:00
384,27,177,view,,2026-06-21 03:00:00
385,27,190,view,,2026-01-13 12:00:00
386,27,55,view,,2026-03-31 11:00:00
387,27,71,click,,2026-05-22 14:00:00
388,27,20,view,,2025-12-20 03:00:00
389,27,66,view,,2026-08-12 04:00:00
390,27,98,view,,2026-07-25 01:00:00
391,27,168,save,,2026-01-12 15:00:00
392,27,214,view,,2026-04-16 13:00:00
393,27,,search,tour Đà Nẵng 4 ngày dưới 18 triệu,2026-04-02 08:00:00
394,27,,search,tour TP. Hồ Chí Minh 4 ngày dưới 18 triệu,2026-07-11 08:00:00
395,28,221,click,,2026-04-10 15:00:00
396,28,198,view,,2026-05-06 23:00:00
397,28,104,click,,2026-04-04 07:00:00
398,28,64,view,,2026-07-26 23:00:00
399,28,53,save,,2026-06-26 14:00:00
400,28,129,click,,2026-06-12 20:00:00
401,28,41,save,,2026-07-15 17:00:00
402,28,114,click,,2026-03-06 18:00:00
403,28,65,save,,2025-12-22 03:00:00
404,28,126,save,,2026-06-10 17:00:00
405,28,161,save,,2026-01-05 04:00:00
406,28,,search,tour Đà Lạt 4 ngày dưới 14 triệu,2026-07-10 08:00:00
407,28,,search,tour Sa Pa 4 ngày dưới 14 triệu,2026-07-14 08:00:00
408,29,221,view,,2026-07-18 15:00:00
409,29,40,click,,2026-05-25 19:00:00
410,29,182,view,,2026-06-05 14:00:00
411,29,158,view,,2026-01-04 23:00:00
412,29,109,view,,2026-02-22 03:00:00
413,29,66,view,,2026-07-29 04:00:00
414,29,172,view,,2026-07-21 18:00:00
415,29,163,save,,2026-06-05 12:00:00
416,29,164,view,,2026-08-01 11:00:00
417,29,128,click,,2026-07-30 17:00:00
418,29,211,click,,2026-07-22 19:00:00
419,29,82,save,,2025-12-17 22:00:00
420,29,43,view,,2026-06-15 22:00:00
421,29,46,click,,2026-06-23 08:00:00
422,29,113,click,,2026-04-12 13:00:00
423,29,3,click,,2026-01-01 16:00:00
424,29,177,save,,2026-03-23 07:00:00
425,29,5,view,,2026-01-26 17:00:00
426,29,,search,tour Phú Quốc 5 ngày dưới 14 triệu,2026-06-16 08:00:00
427,29,,search,tour Hạ Long 5 ngày dưới 14 triệu,2026-05-23 08:00:00
428,30,38,save,,2026-07-18 15:00:00
429,30,57,view,,2026-04-24 10:00:00
430,30,160,view,,2026-04-21 17:00:00
431,30,82,click,,2026-05-10 13:00:00
432,30,52,save,,2026-03-10 18:00:00
433,30,222,view,,2026-01-16 07:00:00
434,30,224,view,,2026-03-26 05:00:00
435,30,40,click,,2026-02-19 23:00:00
436,30,,search,tour Hội An 2 ngày dưới 14 triệu,2026-02-15 08:00:00
437,30,,search,tour Đà Nẵng 2 ngày dưới 14 triệu,2026-06-02 08:00:00
438,31,23,click,,2026-08-02 02:00:00
439,31,43,click,,2026-04-03 22:00:00
440,31,17,click,,2026-08-01 17:00:00
441,31,22,click,,2025-12-22 13:00:00
442,31,84,click,,2026-01-04 02:00:00
443,31,100,click,,2026-03-07 11:00:00
444,31,143,save,,2026-01-25 00:00:00
445,31,52,click,,2026-07-07 08:00:00
446,31,26,view,,2026-04-12 21:00:00
447,31,21,click,,2026-07-22 21:00:00
448,31,,search,tour Hà Nội 3 ngày dưới 8 triệu,2026-07-04 08:00:00
449,31,,search,tour Huế 3 ngày dưới 8 triệu,2026-07-15 08:00:00
450,32,1,save,,2026-04-09 01:00:00
451,32,137,click,,2026-03-18 08:00:00
452,32,143,view,,2026-04-28 17:00:00
453,32,105,click,,2026-02-25 22:00:00
454,32,9,save,,2026-01-26 02:00:00
455,32,139,save,,2026-02-15 07:00:00
456,32,155,save,,2026-02-20 23:00:00
457,32,15,save,,2026-01-24 16:00:00
458,32,,search,tour Nha Trang 5 ngày dưới 18 triệu,2026-03-05 08:00:00
459,32,,search,tour Huế 5 ngày dưới 18 triệu,2026-07-12 08:00:00
460,33,64,click,,2026-04-03 11:00:00
461,33,75,view,,2026-02-07 07:00:00
462,33,105,save,,2026-08-03 09:00:00
463,33,125,view,,2026-05-21 04:00:00
464,33,122,view,,2026-05-30 07:00:00
465,33,74,view,,2025-12-24 05:00:00
466,33,96,save,,2026-06-12 10:00:00
467,33,211,save,,2026-05-23 11:00:00
468,33,152,view,,2026-01-23 03:00:00
469,33,83,view,,2026-01-23 09:00:00
470,33,114,save,,2026-01-23 05:00:00
471,33,135,click,,2026-06-15 16:00:00
472,33,121,save,,2026-07-08 07:00:00
473,33,168,view,,2026-02-02 17:00:00
474,33,,search,tour Hội An 2 ngày dưới 10 triệu,2026-07-08 08:00:00
475,33,,search,tour Nha Trang 2 ngày dưới 10 triệu,2026-03-06 08:00:00
476,34,14,click,,2026-06-30 21:00:00
477,34,36,save,,2026-02-11 00:00:00
478,34,9,view,,2026-04-22 09:00:00
479,34,234,save,,2026-07-17 15:00:00
480,34,211,view,,2026-03-22 11:00:00
481,34,182,view,,2025-12-29 02:00:00
482,34,73,save,,2026-05-01 20:00:00
483,34,180,click,,2026-04-13 20:00:00
484,34,72,click,,2026-01-15 13:00:00
485,34,220,view,,2025-12-20 12:00:00
486,34,208,view,,2026-06-11 07:00:00
487,34,225,click,,2026-01-25 04:00:00
488,34,40,click,,2026-06-06 16:00:00
489,34,92,save,,2025-12-26 11:00:00
490,34,50,save,,2026-05-17 22:00:00
491,34,,search,tour TP. Hồ Chí Minh 2 ngày dưới 4 triệu,2026-02-26 08:00:00
492,34,,search,tour Hội An 2 ngày dưới 4 triệu,2026-05-20 08:00:00
493,35,43,click,,2026-01-19 23:00:00
494,35,197,save,,2026-07-29 06:00:00
495,35,192,click,,2026-08-08 08:00:00
496,35,223,view,,2026-01-29 15:00:00
497,35,74,view,,2026-06-26 11:00:00
498,35,176,save,,2026-03-03 00:00:00
499,35,92,view,,2026-06-06 05:00:00
500,35,75,view,,2026-05-30 12:00:00
501,35,81,view,,2026-07-10 09:00:00
502,35,54,view,,2026-07-13 22:00:00
503,35,,search,tour Côn Đảo 4 ngày dưới 4 triệu,2026-06-29 08:00:00
504,35,,search,tour Phú Quốc 4 ngày dưới 4 triệu,2026-04-21 08:00:00
505,36,213,view,,2026-04-13 11:00:00
506,36,110,save,,2026-07-31 22:00:00
507,36,11,view,,2026-02-24 04:00:00
508,36,220,click,,2026-02-11 23:00:00
509,36,19,save,,2025-12-24 04:00:00
510,36,149,click,,2026-02-23 15:00:00
511,36,68,click,,2026-01-29 02:00:00
512,36,164,view,,2026-04-02 20:00:00
513,36,34,view,,2026-06-02 04:00:00
514,36,69,view,,2026-01-11 06:00:00
515,36,80,view,,2026-07-09 05:00:00
516,36,37,click,,2026-05-24 14:00:00
517,36,119,click,,2026-04-05 03:00:00
518,36,18,view,,2026-06-22 17:00:00
519,36,,search,tour Cao Bằng 3 ngày dưới 10 triệu,2026-03-10 08:00:00
520,36,,search,tour Phú Quốc 3 ngày dưới 10 triệu,2026-07-03 08:00:00
521,37,126,save,,2026-05-05 06:00:00
522,37,35,view,,2026-07-31 05:00:00
523,37,181,save,,2026-05-07 01:00:00
524,37,99,view,,2025-12-22 14:00:00
525,37,190,click,,2026-01-05 18:00:00
526,37,182,click,,2026-02-12 13:00:00
527,37,208,save,,2026-01-04 23:00:00
528,37,113,click,,2025-12-16 12:00:00
529,37,11,save,,2026-05-11 13:00:00
530,37,48,click,,2026-06-27 03:00:00
531,37,187,view,,2026-03-05 04:00:00
532,37,155,view,,2026-03-28 13:00:00
533,37,175,save,,2026-05-08 22:00:00
534,37,,search,tour Hạ Long 5 ngày dưới 6 triệu,2026-06-20 08:00:00
535,37,,search,tour Nha Trang 5 ngày dưới 6 triệu,2026-08-12 08:00:00
536,38,186,view,,2026-07-30 09:00:00
537,38,84,view,,2026-08-12 03:00:00
538,38,147,click,,2026-06-21 08:00:00
539,38,71,view,,2026-01-28 21:00:00
540,38,171,view,,2026-04-02 05:00:00
541,38,220,click,,2026-04-24 09:00:00
542,38,23,click,,2026-06-01 03:00:00
543,38,9,view,,2026-03-02 10:00:00
544,38,36,save,,2026-01-01 20:00:00
545,38,41,save,,2026-04-08 17:00:00
546,38,33,save,,2026-02-27 11:00:00
547,38,123,view,,2026-03-25 17:00:00
548,38,78,save,,2026-01-25 00:00:00
549,38,153,click,,2026-05-10 03:00:00
550,38,58,click,,2026-07-06 18:00:00
551,38,,search,tour Hà Nội 5 ngày dưới 14 triệu,2026-05-11 08:00:00
552,38,,search,tour Hội An 5 ngày dưới 14 triệu,2026-07-17 08:00:00
553,39,178,view,,2026-05-19 15:00:00
554,39,103,click,,2026-01-16 00:00:00
555,39,198,view,,2026-03-07 20:00:00
