user_id,tour_id,tag_similarity,destination_match,price_match,duration_match,price,duration,avg_rating,review_count,budget_max,preferred_duration,persona,label,target_score
2,85,0.28303,0,0,0,11800000,3,9.0,111,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.45207
2,43,0.24888,0,1,0,8280000,3,8.4,120,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.46053
2,178,0.07088,0,1,0,4150000,3,9.3,40,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.39477
2,147,0.24044,0,1,0,8820000,3,8.4,18,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.45698
2,208,0.12789,0,1,0,3970000,3,8.8,28,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.41372
2,157,0.35363,0,0,0,11560000,5,9.6,14,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.49157
2,227,0.33459,0,1,0,8860000,2,9.0,39,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.47453
2,167,0.20501,0,1,0,9750000,3,8.5,4,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.4431
2,132,0.11802,0,1,0,7100000,3,9.1,74,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.41257
2,138,0.23233,0,0,0,11540000,3,8.0,95,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.42494
2,51,0.38296,0,0,0,11500000,5,7.8,99,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.48684
2,214,0.24759,0,1,1,4300000,4,7.8,103,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.48199
2,159,0.26296,0,0,0,11760000,2,9.2,85,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.41828
2,131,0.0,0,1,0,3020000,2,8.6,118,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.33
2,193,0.10444,0,1,0,9300000,3,8.2,66,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.39786
2,234,0.5577,1,1,1,3470000,4,7.4,6,10000000,4,adventure|mountain|nature|photography|wildlife,1,0.78823
2,105,0.09208,0,0,1,12640000,4,8.4,30,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.38044
2,221,0.58253,1,1,0,3220000,5,8.2,86,10000000,4,adventure|mountain|nature|photography|wildlife,1,0.77866
2,42,0.03459,0,1,0,5460000,2,8.4,104,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.34253
2,213,0.26903,0,1,1,5480000,4,9.1,25,10000000,4,adventure|mountain|nature|photography|wildlife,1,0.50399
2,98,0.59057,1,1,0,3780000,5,8.1,109,10000000,4,adventure|mountain|nature|photography|wildlife,1,0.78104
2,188,0.13685,0,1,0,2280000,2,7.5,73,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.37648
2,106,0.09751,0,1,0,3480000,3,7.6,42,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.38895
2,113,0.28223,0,1,0,8040000,3,9.3,109,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.48354
2,119,0.13419,0,1,1,6250000,4,7.4,42,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.43036
2,230,0.62191,1,1,0,6950000,5,7.5,10,10000000,4,adventure|mountain|nature|photography|wildlife,1,0.7882
2,41,0.25409,0,1,1,6960000,4,9.1,101,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.49772
2,68,0.16085,0,1,0,6910000,3,9.3,96,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.43256
2,203,0.17737,0,1,0,4750000,2,8.4,43,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.4025
2,80,0.01542,0,1,0,4630000,2,9.6,104,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.34648
2,235,0.23063,0,1,0,8550000,3,9.7,29,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.46586
2,233,0.06189,0,1,0,6800000,3,8.3,19,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.38099
2,48,0.25415,0,1,1,4820000,4,9.2,103,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.49874
2,184,0.24299,0,1,0,5580000,3,7.6,35,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.45006
2,102,0.74681,1,1,1,7740000,4,9.2,79,10000000,4,adventure|mountain|nature|photography|wildlife,1,0.88566
2,30,0.81954,1,1,0,3620000,3,8.3,117,10000000,4,adventure|mountain|nature|photography|wildlife,1,0.87921
2,87,0.23728,0,1,1,6390000,4,8.7,39,10000000,4,adventure|mountain|nature|photography|wildlife,1,0.48666
2,150,0.20662,0,1,0,9710000,2,8.3,87,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.41378
2,196,0.1979,0,0,1,14200000,4,8.3,67,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.39892
2,63,0.27126,0,1,1,5390000,4,7.4,85,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.48793
2,29,0.20165,0,0,0,11690000,3,7.6,35,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.40565
2,144,0.79008,1,1,0,7040000,2,9.6,16,10000000,4,adventure|mountain|nature|photography|wildlife,1,0.85183
2,12,0.54983,1,1,1,5140000,4,9.6,114,10000000,4,adventure|mountain|nature|photography|wildlife,1,0.80693
2,34,0.75811,1,1,0,4830000,5,7.8,107,10000000,4,adventure|mountain|nature|photography|wildlife,1,0.84841
2,24,0.33294,0,1,0,5890000,5,8.1,9,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.49283
2,223,0.23339,0,1,1,6120000,4,7.6,85,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.47403
2,40,0.54206,1,1,0,5340000,3,7.5,108,10000000,4,adventure|mountain|nature|photography|wildlife,1,0.75467
2,21,0.17849,0,1,0,7690000,5,7.8,21,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.42496
2,127,0.15401,0,1,1,5620000,4,7.9,52,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.44368
2,134,0.62287,1,1,1,3330000,4,7.8,89,10000000,4,adventure|mountain|nature|photography|wildlife,1,0.8196
2,160,0.58331,1,1,1,3970000,4,9.2,69,10000000,4,adventure|mountain|nature|photography|wildlife,1,0.81699
2,19,0.2579,0,1,0,5280000,3,9.2,81,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.47232
2,92,0.04272,0,1,0,5150000,3,8.1,31,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.37094
2,236,0.16221,0,0,1,14120000,4,8.3,70,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.38521
2,182,0.0,0,1,0,5640000,2,9.5,25,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.339
2,130,0.77216,1,1,1,6320000,4,8.0,10,10000000,4,adventure|mountain|nature|photography|wildlife,1,0.88431
2,224,0.2921,0,1,0,9610000,5,8.2,93,10000000,4,adventure|mountain|nature|photography|wildlife,1,0.47668
2,187,0.02886,0,1,1,4850000,4,9.4,44,10000000,4,adventure|mountain|nature|photography|wildlife,0,0.40612
3,177,0.45298,0,0,0,11590000,4,7.5,90,8000000,3,beach|food|photography|relax|romantic,0,0.46545
3,41,0.51414,0,1,0,6960000,4,9.1,101,8000000,3,beach|food|photography|relax|romantic,0,0.57894
3,10,0.66656,0,1,0,3750000,4,9.7,57,8000000,3,beach|food|photography|relax|romantic,1,0.64896
3,65,0.21276,0,1,0,5980000,4,8.1,6,8000000,3,beach|food|photography|relax|romantic,0,0.44236
3,120,0.45926,0,1,1,7330000,3,9.1,82,8000000,3,beach|food|photography|relax|romantic,0,0.58389
3,82,0.52027,0,1,0,6740000,2,8.9,16,8000000,3,beach|food|photography|relax|romantic,1,0.57952
3,239,0.19341,0,1,1,5380000,3,7.5,103,8000000,3,beach|food|photography|relax|romantic,0,0.45623
3,101,0.48631,0,0,0,9040000,5,7.7,53,8000000,3,beach|food|photography|relax|romantic,0,0.50445
3,17,0.5425,0,0,0,11980000,4,8.3,109,8000000,3,beach|food|photography|relax|romantic,0,0.50325
3,186,0.17786,0,1,1,6850000,3,9.0,61,8000000,3,beach|food|photography|relax|romantic,1,0.4647
3,53,0.62403,0,1,0,6850000,4,8.6,65,8000000,3,beach|food|photography|relax|romantic,0,0.62009
3,59,0.15697,0,1,0,6780000,4,8.2,72,8000000,3,beach|food|photography|relax|romantic,0,0.41993
3,145,0.5327,0,1,0,5440000,5,7.9,10,8000000,3,beach|food|photography|relax|romantic,0,0.54673
3,62,0.55927,0,0,0,15980000,4,7.5,22,8000000,3,beach|food|photography|relax|romantic,0,0.42229
3,199,0.55952,0,1,0,7500000,4,8.6,40,8000000,3,beach|food|photography|relax|romantic,1,0.593
3,100,0.23212,1,1,1,6530000,3,9.3,83,8000000,3,beach|food|photography|relax|romantic,1,0.67049
3,137,0.47782,0,1,0,6170000,4,8.6,51,8000000,3,beach|food|photography|relax|romantic,1,0.55868
3,48,0.56436,0,1,0,4820000,4,9.2,103,8000000,3,beach|food|photography|relax|romantic,1,0.60103
3,144,0.22705,0,1,0,7040000,2,9.6,16,8000000,3,beach|food|photography|relax|romantic,0,0.46336
3,107,0.5683,0,1,1,6120000,3,9.4,13,8000000,3,beach|food|photography|relax|romantic,1,0.63268
3,30,0.19571,0,1,1,3620000,3,8.3,117,8000000,3,beach|food|photography|relax|romantic,0,0.4652
3,163,0.46727,0,1,1,6910000,3,7.6,92,8000000,3,beach|food|photography|relax|romantic,0,0.57225
3,64,0.70828,0,1,1,3540000,3,9.1,12,8000000,3,beach|food|photography|relax|romantic,1,0.68848
3,88,0.1928,0,1,0,6870000,4,9.3,31,8000000,3,beach|food|photography|relax|romantic,0,0.44598
3,54,0.46853,0,0,0,8910000,5,7.6,95,8000000,3,beach|food|photography|relax|romantic,1,0.49858
3,8,0.45847,0,0,1,8190000,3,9.6,107,8000000,3,beach|food|photography|relax|romantic,0,0.58476
3,207,0.32461,1,1,0,3610000,4,8.7,64,8000000,3,beach|food|photography|relax|romantic,1,0.67534
3,168,0.5484,0,1,1,6140000,3,8.9,101,8000000,3,beach|food|photography|relax|romantic,1,0.61933
3,146,0.27646,0,0,1,9730000,3,9.7,47,8000000,3,beach|food|photography|relax|romantic,1,0.47851
3,233,0.40081,1,1,1,6800000,3,8.3,19,8000000,3,beach|food|photography|relax|romantic,1,0.73134
3,69,0.51663,0,1,0,5280000,2,8.1,71,8000000,3,beach|food|photography|relax|romantic,1,0.56999
3,226,0.53675,0,1,1,7020000,3,9.0,111,8000000,3,beach|food|photography|relax|romantic,0,0.61543
3,28,0.42527,0,0,0,12790000,4,8.6,66,8000000,3,beach|food|photography|relax|romantic,0,0.44081
3,79,0.36993,0,1,1,5640000,3,9.6,35,8000000,3,beach|food|photography|relax|romantic,0,0.55137
3,96,0.6477,0,1,1,4840000,3,7.8,118,8000000,3,beach|food|photography|relax|romantic,1,0.65003
3,93,0.24951,0,1,0,7290000,2,9.4,63,8000000,3,beach|food|photography|relax|romantic,0,0.47079
3,9,0.68735,0,0,0,9390000,4,8.0,60,8000000,3,beach|food|photography|relax|romantic,0,0.61289
3,185,0.66251,0,1,0,4000000,4,8.9,82,8000000,3,beach|food|photography|relax|romantic,0,0.63925
3,172,0.47279,0,1,0,7580000,5,7.6,79,8000000,3,beach|food|photography|relax|romantic,0,0.51857
3,36,0.73102,0,1,0,4630000,4,9.0,57,8000000,3,beach|food|photography|relax|romantic,0,0.66903
3,84,0.13981,0,1,0,4910000,2,9.6,25,8000000,3,beach|food|photography|relax|romantic,1,0.42672
3,131,0.18832,1,1,0,3020000,2,8.6,118,8000000,3,beach|food|photography|relax|romantic,0,0.61709
3,221,0.68826,0,1,0,3220000,5,8.2,86,8000000,3,beach|food|photography|relax|romantic,1,0.61507
3,50,0.24761,0,1,0,5180000,2,9.5,104,8000000,3,beach|food|photography|relax|romantic,1,0.471
3,7,0.44522,0,1,0,7910000,5,9.3,13,8000000,3,beach|food|photography|relax|romantic,0,0.52399
3,162,0.49851,0,0,0,8680000,5,8.6,43,8000000,3,beach|food|photography|relax|romantic,0,0.52578
3,126,0.48437,0,0,1,9260000,3,8.4,85,8000000,3,beach|food|photography|relax|romantic,0,0.56223
3,200,0.47938,0,1,0,7780000,4,8.8,20,8000000,3,beach|food|photography|relax|romantic,0,0.56134
3,178,0.45833,1,1,1,4150000,3,9.3,40,8000000,3,beach|food|photography|relax|romantic,1,0.7655
3,165,0.5289,0,0,0,10700000,4,7.6,38,8000000,3,beach|food|photography|relax|romantic,0,0.51614
3,123,0.35588,1,1,0,7390000,4,8.7,91,8000000,3,beach|food|photography|relax|romantic,1,0.68847
3,223,0.56745,0,1,0,6120000,4,7.6,85,8000000,3,beach|food|photography|relax|romantic,0,0.58633
3,13,0.46932,0,0,1,10390000,3,8.6,44,8000000,3,beach|food|photography|relax|romantic,1,0.53531
3,83,0.57456,0,0,1,13980000,3,9.5,52,8000000,3,beach|food|photography|relax|romantic,1,0.51672
3,20,0.58837,0,1,0,6490000,2,8.3,67,8000000,3,beach|food|photography|relax|romantic,1,0.60212
3,24,0.51574,0,1,0,5890000,5,8.1,9,8000000,3,beach|food|photography|relax|romantic,1,0.54161
3,127,0.24723,0,1,0,5620000,4,7.9,52,8000000,3,beach|food|photography|relax|romantic,1,0.45484
3,235,0.6017,0,0,1,8550000,3,9.7,29,8000000,3,beach|food|photography|relax|romantic,1,0.63871
3,147,0.52326,0,0,1,8820000,3,8.4,18,8000000,3,beach|food|photography|relax|romantic,0,0.58737
3,217,0.44733,1,1,0,6180000,5,8.0,78,8000000,3,beach|food|photography|relax|romantic,1,0.69188
3,174,0.57482,0,1,0,5910000,5,9.4,38,8000000,3,beach|food|photography|relax|romantic,1,0.57943
3,125,0.41694,1,0,1,8660000,3,8.0,70,8000000,3,beach|food|photography|relax|romantic,1,0.72191
3,133,0.25293,0,1,1,5680000,3,9.6,72,8000000,3,beach|food|photography|relax|romantic,1,0.50223
3,40,0.67494,0,1,1,5340000,3,7.5,108,8000000,3,beach|food|photography|relax|romantic,0,0.65848
3,58,0.13626,0,1,0,5490000,4,7.7,45,8000000,3,beach|food|photography|relax|romantic,0,0.40623
3,19,0.49052,0,1,1,5280000,3,9.2,81,8000000,3,beach|food|photography|relax|romantic,0,0.59802
3,12,0.73235,0,1,0,5140000,4,9.6,114,8000000,3,beach|food|photography|relax|romantic,1,0.67559
3,115,0.43616,0,1,0,6680000,4,8.7,31,8000000,3,beach|food|photography|relax|romantic,0,0.54219
3,192,0.23012,0,1,0,4770000,2,9.4,30,8000000,3,beach|food|photography|relax|romantic,0,0.46265
3,170,0.56783,0,0,1,14230000,3,8.1,81,8000000,3,beach|food|photography|relax|romantic,1,0.49489
4,173,0.04618,0,0,0,7150000,3,9.4,6,4000000,5,beach|budget|city|family|food,0,0.23139
4,79,0.18957,0,0,0,5640000,3,9.6,35,4000000,5,beach|budget|city|family|food,0,0.35402
4,2,0.35527,0,0,1,5410000,5,9.1,111,4000000,5,beach|budget|city|family|food,0,0.48381
4,35,0.25617,0,0,0,4230000,3,7.8,93,4000000,5,beach|budget|city|family|food,0,0.42039
4,101,0.71777,0,0,1,9040000,5,7.7,53,4000000,5,beach|budget|city|family|food,0,0.51846
4,140,0.22674,0,1,1,3330000,5,9.2,94,4000000,5,beach|budget|city|family|food,1,0.48723
4,88,0.03848,0,0,0,6870000,4,9.3,31,4000000,5,beach|budget|city|family|food,0,0.26636
4,178,0.59974,0,0,0,4150000,3,9.3,40,4000000,5,beach|budget|city|family|food,0,0.58289
4,168,0.36959,0,0,0,6140000,3,8.9,101,4000000,5,beach|budget|city|family|food,0,0.40263
4,22,0.27227,0,0,0,8170000,3,8.5,27,4000000,5,beach|budget|city|family|food,0,0.28335
4,136,0.19276,0,0,0,6220000,3,8.1,117,4000000,5,beach|budget|city|family|food,0,0.31716
4,34,0.09205,1,0,1,4830000,5,7.8,107,4000000,5,beach|budget|city|family|food,1,0.56346
4,151,0.22398,0,0,0,7800000,3,7.8,89,4000000,5,beach|budget|city|family|food,0,0.26407
4,226,0.41052,1,0,0,7020000,3,9.0,111,4000000,5,beach|budget|city|family|food,0,0.56562
4,199,0.22425,0,0,0,7500000,4,8.6,40,4000000,5,beach|budget|city|family|food,0,0.31218
4,169,0.37125,0,0,1,5620000,5,8.8,5,4000000,5,beach|budget|city|family|food,0,0.47912
4,43,0.26477,0,0,0,8280000,3,8.4,120,4000000,5,beach|budget|city|family|food,0,0.2792
4,198,0.2538,0,0,0,5820000,3,8.6,8,4000000,5,beach|budget|city|family|food,0,0.3638
4,134,0.26872,0,1,0,3330000,4,7.8,89,4000000,5,beach|budget|city|family|food,0,0.46286
4,184,0.51596,1,0,0,5580000,3,7.6,35,4000000,5,beach|budget|city|family|food,0,0.6535
4,69,0.24777,0,0,0,5280000,2,8.1,71,4000000,5,beach|budget|city|family|food,0,0.34986
4,158,0.3902,0,0,0,13970000,3,8.9,45,4000000,5,beach|budget|city|family|food,0,0.33688
4,202,0.36689,0,1,0,3200000,2,9.2,60,4000000,5,beach|budget|city|family|food,0,0.4621
4,189,0.42431,0,1,0,2850000,4,7.7,89,4000000,5,beach|budget|city|family|food,0,0.52721
4,64,0.26882,0,1,0,3540000,3,9.1,12,4000000,5,beach|budget|city|family|food,0,0.4479
4,212,0.41305,0,0,0,7390000,3,8.7,47,4000000,5,beach|budget|city|family|food,0,0.36888
4,176,0.40487,0,0,1,7390000,5,9.1,92,4000000,5,beach|budget|city|family|food,0,0.42544
4,54,0.74555,0,0,1,8910000,5,7.6,95,4000000,5,beach|budget|city|family|food,0,0.52913
4,126,0.7068,0,0,0,9260000,3,8.4,85,4000000,5,beach|budget|city|family|food,0,0.46486
4,103,0.19744,0,0,0,5020000,3,9.3,30,4000000,5,beach|budget|city|family|food,0,0.37912
4,57,0.5348,0,0,0,5360000,3,8.5,66,4000000,5,beach|budget|city|family|food,0,0.49922
4,21,0.50368,0,0,1,7690000,5,7.8,21,4000000,5,beach|budget|city|family|food,0,0.44194
4,7,0.23147,0,0,1,7910000,5,9.3,13,4000000,5,beach|budget|city|family|food,0,0.33382
4,115,0.43588,1,0,0,6680000,4,8.7,31,4000000,5,beach|budget|city|family|food,1,0.61487
4,47,0.33067,0,0,0,6300000,3,8.3,85,4000000,5,beach|budget|city|family|food,0,0.37388
4,119,0.46019,0,0,0,6250000,4,7.4,42,4000000,5,beach|budget|city|family|food,0,0.44928
4,122,0.30282,0,0,0,5960000,3,9.4,46,4000000,5,beach|budget|city|family|food,0,0.38678
4,30,0.04118,0,1,0,3620000,3,8.3,117,4000000,5,beach|budget|city|family|food,0,0.34429
